City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,sangsong-ni,39.1694,126.8856,70.68,39,4,1.5,KP,1684803340
282,sola,-13.8833,167.55,80.87,80,97,8.3,VU,1684803169
283,fortuna,40.5982,-124.1573,59.34,74,0,18.41,US,1684803341
284,celestun,20.8667,-90.4,80.96,70,4,14.43,MX,1684803341
285,veraval,20.9,70.3667,81.82,78,13,9.48,IN,1684803342
286,windham,41.8334,-72.0001,55.27,81,0,4.38,US,1684803342
287,vilhena,-12.7406,-60.1458,74.77,64,100,2.77,BR,1684803343
288,astorga,-23.2325,-51.6656,68.23,74,1,7.23,BR,1684803343
289,san mariano,7.5,126.0,81.34,82,94,3.09,PH,1684803343
290,uturoa,-16.7333,-151.4333,81.7,75,18,14.9,PF,1684803344
291,khovd,48.0056,91.6419,48.45,51,68,3.49,MN,1684803344
292,katsuura,35.1333,140.3,60.82,92,100,16.24,JP,1684803345
293,los aquijes,-14.0967,-75.6908,69.15,71,55,3.74,PE,1684803345
294,laojunmiao,39.8333,97.7333,63.86,19,100,2.06,CN,1684803346
295,beledweyne,4.7358,45.2036,78.82,77,100,11.79,SO,1684803346
296,gizo,-8.103,156.8419,84.06,70,100,4.9,SB,1684803346
297,san sebastian de la gomera,28.0916,-17.1133,68.38,55,40,4.61,ES,1684803347
298,markovo,57.3206,107.0881,54.21,47,85,2.3,RU,1684803347
299,aasiaat,68.7098,-52.8699,25.75,83,12,12.33,GL,1684803348
300,newman,37.3138,-121.0208,93.43,28,0,8.01,US,1684803348
301,saipan,15.1355,145.701,79.5,100,75,14.97,MP,1684803349
302,melfort,52.8667,-104.6177,77.13,36,63,6.91,CA,1684803354
303,tsiombe,-25.3,45.4833,67.78,68,100,5.08,MG,1684803355
304,north battleford,52.7834,-108.2847,71.69,64,40,12.66,CA,1684803355
305,magelang,-7.4706,110.2178,73.74,77,92,1.77,ID,1684803355
306,oranjemund,-28.55,16.4333,52.7,88,28,1.95,NA,1684803356
307,hell-ville,-13.4,48.2667,77.83,81,11,4.45,MG,1684803356
308,ticleni,44.8833,23.4,56.71,90,97,3.53,RO,1684803357
309,coromandel,-18.4733,-47.2003,59.81,62,100,4.79,BR,1684803357
310,santa marta,11.2408,-74.199,86.05,70,20,12.66,CO,1684803358
311,litchfield,41.7668,-73.2501,60.39,77,58,4.74,US,1684803358
312,gobabis,-22.45,18.9667,60.94,27,0,5.88,NA,1684803358
313,santa ana de yacuma,-13.75,-65.4333,76.8,87,99,5.37,BO,1684803359
314,saint-francois,46.4154,3.9054,54.84,94,35,1.14,FR,1684803359
315,oyama,36.3,139.8,61.59,89,100,8.75,JP,1684803360
316,andalgala,-27.5819,-66.3165,56.93,47,0,1.79,AR,1684803360
317,whakatane,-37.9585,176.9854,61.52,88,100,3.0,NZ,1684803361
318,formosa do rio preto,-11.0483,-45.1931,72.59,57,3,4.09,BR,1684803273
319,madera,37.1666,-119.8343,96.57,23,0,5.37,US,1684803270
320,sarkand,45.41,79.9186,56.53,52,3,2.37,KZ,1684803362
321,el obeid,13.1842,30.2167,81.79,9,0,7.31,SD,1684803363
322,al bawiti,28.3492,28.8659,72.54,28,0,7.49,EG,1684803363
323,hamilton,39.1834,-84.5333,74.64,53,0,12.66,US,1684802984
324,santa rosa de rio primero,-31.1523,-63.4019,61.56,93,13,5.37,AR,1684803365
325,aleg,17.0481,-13.9209,84.7,23,19,13.82,MR,1684803366
326,yelizovo,53.1873,158.3805,35.74,100,100,4.47,RU,1684803367
327,callao,-12.0667,-77.15,73.72,73,100,12.66,PE,1684803368
328,thunder bay,48.4001,-89.3168,53.58,54,100,11.5,CA,1684803368
329,sarakhs,36.5449,61.1577,77.25,30,3,6.71,IR,1684803369
330,qusmuryn,52.4503,64.6311,59.45,60,7,7.78,KZ,1684803370
331,altay,47.8667,88.1167,53.33,50,3,2.06,CN,1684803371
332,kerikeri,-35.2268,173.9474,64.9,81,10,7.0,NZ,1684803371
333,kayangel,8.0823,134.7173,83.53,74,52,10.02,PW,1684803372
334,sal rei,16.1833,-22.9167,71.47,79,100,15.57,CV,1684803373
335,chinchilla,-26.75,150.6333,65.21,33,0,1.25,AU,1684803374
336,ghadamis,30.1337,9.5007,75.92,14,6,16.62,LY,1684803374
337,bikenibeu village,1.3673,173.1241,87.76,74,75,5.75,KI,1684803375
338,tara,56.8944,74.371,55.47,56,5,6.38,RU,1684803375
339,grantsville,40.5999,-112.4644,78.96,37,40,6.91,US,1684803376
340,montrose,38.4166,-108.2673,56.61,76,100,4.45,US,1684803377
341,mpigi,0.225,32.3136,68.81,84,7,2.42,UG,1684803377
342,champerico,14.3,-91.9167,86.54,71,100,4.65,GT,1684803378
343,santana,-0.0583,-51.1817,80.78,100,75,3.44,BR,1684803379
344,freetown,8.484,-13.2299,80.31,83,75,6.91,SL,1684803379
345,nuku'alofa,-21.1333,-175.2,79.14,69,75,6.91,TO,1684803380
346,qamdo,31.1667,97.2333,39.33,32,0,1.99,CN,1684803381
347,miracema do tocantins,-9.5618,-48.3967,75.63,74,6,1.23,BR,1684803382
348,portland,45.5234,-122.6762,66.65,51,40,5.75,US,1684803157
349,juan griego,11.0817,-63.9655,80.73,89,100,10.36,VE,1684803383
350,pizarro,4.9533,-77.366,79.07,86,98,3.98,CO,1684803384
351,iquique,-20.2208,-70.1431,66.24,83,53,4.18,CL,1684803134
352,sona,45.4388,10.8255,63.95,78,0,2.3,IT,1684803386
353,kavaratti,10.5669,72.642,84.7,75,100,5.19,IN,1684803387
354,wainwright,52.839,-110.8572,79.2,40,99,7.78,CA,1684803387
355,piacabucu,-10.4056,-36.4344,76.59,89,100,9.06,BR,1684803388
356,bodaybo,57.8506,114.1933,48.99,61,48,4.47,RU,1684803389
357,les cayes,18.2,-73.75,78.03,80,0,1.23,HT,1684803090
358,greymouth,-42.4667,171.2,54.77,80,80,2.33,NZ,1684803391
359,wenchang,30.904,118.4887,68.25,65,3,1.28,CN,1684803391
360,onguday,50.75,86.15,47.73,75,54,0.89,RU,1684803392
361,destin,30.3935,-86.4958,80.65,76,100,17.27,US,1684803260
362,safi,32.1667,-8.8333,57.33,81,1,4.45,MA,1684803393
363,broome,42.2506,-75.833,60.67,77,1,1.01,US,1684803393
364,bubaque,11.2833,-15.8333,80.69,71,82,11.52,GW,1684803394
365,maych'ew,12.7875,39.5422,57.54,83,53,4.45,ET,1684803395
366,ambon,-3.6954,128.1814,80.98,79,100,12.5,ID,1684803396
367,pangai,-19.8,-174.35,80.71,65,40,8.05,TO,1684803396
368,newport,51.5877,-2.9984,54.14,80,5,8.1,GB,1684803296
369,naze,28.3667,129.4833,68.92,70,10,18.39,JP,1684803397
370,durango,24.8333,-104.8333,77.63,25,91,1.52,MX,1684802998
371,zaozersk,69.4005,32.4476,51.64,77,82,4.03,RU,1684803398
372,acarau,-2.8856,-40.12,78.28,90,100,9.75,BR,1684803399
373,palmer,42.1584,-72.3287,65.8,45,75,6.91,US,1684803399
374,usinsk,65.9939,57.5281,54.3,65,0,3.83,RU,1684803400
375,guayaramerin,-10.8368,-65.3614,75.31,91,100,2.17,BO,1684803400
376,puerto armuelles,8.2833,-82.8667,82.17,89,100,7.65,PA,1684803401
377,margate,51.3813,1.3862,53.91,76,6,8.99,GB,1684803401
378,gucheng chengguanzhen,32.266,111.6348,65.23,61,100,1.32,CN,1684803402
379,tughyl,47.7252,84.2063,56.12,53,5,19.37,KZ,1684803402
380,paita,-5.0892,-81.1144,75.27,78,32,17.43,PE,1684803403
381,fort bragg,35.139,-79.006,77.14,51,0,8.05,US,1684803403
382,as-suwayda,32.709,36.5695,55.85,79,0,7.94,SY,1684803403
383,moscow,55.7522,37.6156,55.58,90,98,5.19,RU,1684803293
384,kupang,-10.1667,123.5833,80.33,65,2,12.91,ID,1684803404
385,sambava,-14.2667,50.1667,71.69,93,72,3.62,MG,1684803405
386,suva,-18.1416,178.4415,83.68,70,40,4.61,FJ,1684803405
387,mitchell,43.7094,-98.0298,82.38,36,0,10.36,US,1684803134
388,conception bay south,47.4999,-52.9981,38.44,87,100,14.18,CA,1684803406
389,coquimbo,-29.9533,-71.3436,58.73,100,75,3.44,CL,1684803135
390,susuman,62.7833,148.1667,44.11,54,100,3.02,RU,1684803407
391,pathein,16.7833,94.7333,85.21,69,6,12.01,MM,1684803407
392,ar ruways,24.1103,52.7306,83.77,57,0,7.34,AE,1684803408
393,paloncha,17.6,80.6833,84.38,74,95,5.32,IN,1684803408
394,tynda,55.1667,124.7167,50.79,74,100,3.76,RU,1684803409
395,carbonear,47.7332,-53.2148,39.15,87,100,12.84,CA,1684803409
396,shatsk,54.0258,41.7119,56.79,90,100,4.21,RU,1684803409
397,dudinka,69.4058,86.1778,33.62,91,100,19.8,RU,1684803410
398,ponta delgada,37.7333,-25.6667,63.32,88,75,8.05,PT,1684803410
399,houghton,47.1219,-88.569,62.08,60,0,1.99,US,1684803193
400,novo aripuana,-5.1206,-60.3797,78.87,87,100,2.48,BR,1684803411
401,corzuela,-26.9537,-60.9693,69.55,91,100,5.5,AR,1684803412
402,zhigalovo,54.8097,105.1578,55.8,57,100,6.64,RU,1684803412
403,mongu,-15.2484,23.1274,60.93,39,16,3.49,ZM,1684803412
404,laguna,38.421,-121.4238,93.92,27,0,9.22,US,1684803413
405,yaren,-0.5472,166.916,82.44,74,62,2.06,NR,1684803414
406,reggane,26.7158,0.1714,76.21,12,100,8.46,DZ,1684803414
407,rio grande,-32.035,-52.0986,64.51,81,98,7.72,BR,1684803414
408,ambovombe,-25.1667,46.0833,65.41,81,60,6.35,MG,1684803415
409,raja,8.4596,25.678,78.06,59,5,7.54,SS,1684803415
410,toungo,8.1167,12.05,73.4,92,83,3.31,NG,1684803416
411,roma,43.2128,-75.4557,59.72,68,0,4.21,US,1684803405
412,yuktae-dong,40.0247,128.1597,62.56,54,4,5.57,KP,1684803417
413,bandon,51.7469,-8.7425,49.59,91,100,9.84,IE,1684803417
414,itaituba,-4.2761,-55.9836,75.04,97,13,0.51,BR,1684803417
415,luuq,3.7938,42.5445,80.37,70,100,11.74,SO,1684803418
416,queenstown,-31.8976,26.8753,41.7,61,100,2.66,ZA,1684803418
417,petukhovo,55.0692,67.9019,60.51,53,83,5.46,RU,1684803419
418,cooper's town,26.8667,-77.5167,78.26,75,5,14.36,BS,1684803420
419,valparaiso,-33.0393,-71.6273,64.0,63,100,6.64,CL,1684803172
420,antonio enes,-16.2325,39.9086,73.89,83,100,6.8,MZ,1684803420
421,abasolo,20.45,-101.5167,83.12,25,100,3.62,MX,1684803421
422,berdigestyakh,62.0989,126.6992,42.82,33,76,6.24,RU,1684803421
423,nadym,65.5333,72.5167,47.95,79,96,13.29,RU,1684803422
424,inarajan village,13.2736,144.7484,85.17,87,100,23.76,GU,1684803423
425,refahiye,39.9008,38.7667,47.16,87,3,5.53,TR,1684803424
426,markala,13.7021,-6.0659,93.4,28,83,5.82,ML,1684803425
427,dauphin,51.1494,-100.0502,82.54,28,0,8.05,CA,1684803426
428,mukalla,14.5425,49.1242,83.8,71,51,6.04,YE,1684803427
429,rayevskaya,44.8319,37.5556,56.32,93,100,4.5,RU,1684803428
430,yendi,9.4427,-0.0099,79.68,79,100,5.57,GH,1684803428
431,san rafael,-34.6177,-68.3301,55.9,70,10,3.29,AR,1684803392
432,aykhal,66.0,111.5,31.17,85,91,5.21,RU,1684803430
433,azul,-36.777,-59.8585,54.97,97,19,3.69,AR,1684803430
434,sosnovo-ozerskoye,52.5249,111.5418,56.3,47,12,9.4,RU,1684803431
435,olonkinbyen,70.9221,-8.7187,33.67,89,38,9.95,SJ,1684803431
436,alofi,-19.0595,-169.9187,80.49,57,75,6.91,NU,1684803432
437,kamen'-na-obi,53.7884,81.3423,57.54,41,52,9.86,RU,1684803433
438,lazaro cardenas,17.9583,-102.2,83.17,73,1,8.88,MX,1684803434
439,darwin,-12.4611,130.8418,79.9,51,0,17.0,AU,1684803386
440,chala,-7.5833,31.2667,57.65,70,67,2.66,TZ,1684803435
441,holualoa,19.6228,-155.9522,78.64,83,75,8.05,US,1684803436
442,aliwal north,-30.6937,26.7114,43.5,37,90,3.24,ZA,1684803274
443,changyon,38.2508,125.0961,71.87,37,0,5.82,KP,1684803438
444,acapulco de juarez,16.8634,-99.8901,83.73,73,16,6.96,MX,1684803147
445,emerald,-23.5333,148.1667,70.34,39,0,10.47,AU,1684803439
446,ulanhot,46.0833,122.0833,74.82,19,5,7.18,CN,1684803439
447,karymskoye,51.6167,114.35,64.27,29,100,7.18,RU,1684803440
448,waddan,29.1614,16.139,68.34,43,0,7.4,LY,1684803441
449,el trebol,-32.2008,-61.7014,59.02,97,100,1.01,AR,1684803441
450,semirara,12.0697,121.3986,83.91,72,10,0.16,PH,1684803442
451,souillac,-20.5167,57.5167,71.98,94,75,5.75,MU,1684803443
452,ouani,-12.1322,44.4258,78.17,77,23,5.48,KM,1684803444
453,constitucion,-35.3333,-72.4167,56.23,97,100,13.04,CL,1684803445
454,taitung city,22.7583,121.1444,75.47,94,75,1.14,TW,1684803446
455,yermakovskoye,53.2831,92.4003,54.32,77,94,8.23,RU,1684803446
456,nantucket,41.2835,-70.0995,51.94,85,0,11.5,US,1684803254
457,malango,-2.9627,119.9001,73.2,86,100,1.52,ID,1684803447
458,mushie,-3.0167,16.9,72.86,96,98,3.4,CD,1684803448
459,northam,51.0333,-4.2167,51.62,86,2,1.54,GB,1684803449
460,mcpherson,38.3708,-97.6642,75.33,66,91,9.44,US,1684803449
461,whangarei,-35.7317,174.3239,63.59,73,88,9.98,NZ,1684803450
462,ha'il,27.5219,41.6907,77.02,22,0,4.61,SA,1684803451
463,fuerte olimpo,-21.0415,-57.8738,80.24,53,78,6.29,PY,1684803451
464,hilo,19.7297,-155.09,79.29,81,75,8.05,US,1684803452
465,machico,32.7,-16.7667,65.03,61,40,13.8,PT,1684803453
466,tindouf,27.6711,-8.1474,61.25,59,0,27.63,DZ,1684803453
467,keelung,25.1283,121.7419,69.94,84,100,10.74,TW,1684803454
468,kattivakkam,13.2167,80.3167,84.29,90,21,11.1,IN,1684803455
469,zahedan,29.4963,60.8629,71.51,37,0,4.61,IR,1684803455
470,maqat,47.65,53.3167,66.04,49,100,13.65,KZ,1684803456
471,nemuro,43.3236,145.575,42.21,82,100,6.35,JP,1684803456
472,ciudad bolivar,8.1222,-63.5497,74.79,90,100,9.4,VE,1684803457
473,bodo,67.28,14.405,50.77,82,75,10.36,NO,1684803458
474,okahao,-17.885,15.0667,65.53,31,0,7.16,NA,1684803458
475,osa,57.2829,55.4567,56.61,69,100,0.92,RU,1684803459
476,spas-demensk,54.4122,34.0226,52.83,95,100,4.85,RU,1684803459
477,klyuchi,52.2667,79.1667,60.91,48,43,8.52,RU,1684803460
478,horta,38.5333,-28.6333,62.02,80,11,10.0,PT,1684803460
479,savonlinna,61.8699,28.88,50.05,87,0,6.91,FI,1684803461
480,arvika,59.6553,12.5852,56.01,92,100,0.96,SE,1684803461
481,nar'yan-mar,67.6713,53.087,50.07,74,72,8.25,RU,1684803462
482,todos santos,23.45,-110.2167,73.06,56,0,9.06,MX,1684803463
483,kapa'a,22.0752,-159.319,82.38,76,20,16.11,US,1684803463
484,chokwe,-24.5333,32.9833,61.99,89,66,5.19,MZ,1684803463
485,balqash,46.8481,74.995,61.9,39,0,13.44,KZ,1684803464
486,nelamangala,13.1022,77.39,71.8,73,56,1.74,IN,1684803464
487,puerto quijarro,-17.7833,-57.7667,76.62,66,0,1.92,BO,1684803465
488,antsiranana,-12.2787,49.2917,71.65,91,17,5.01,MG,1684803465
489,sinabang,2.4803,96.3801,82.09,78,99,1.66,ID,1684803466
490,north bend,43.4065,-124.2243,60.17,72,0,24.16,US,1684803466
491,sampit,-2.5333,112.95,82.8,73,98,3.04,ID,1684803467
492,dolores,-36.3132,-57.6792,60.06,97,76,2.21,AR,1684803467
493,dhidhdhoo,6.8833,73.1,83.34,75,100,2.53,MV,1684803467
494,sivas,39.7916,37.0019,50.63,71,40,11.5,TR,1684803220
495,murzuq,25.9155,13.9184,76.51,16,0,10.67,LY,1684803468
496,selfoss,63.9331,-20.9971,46.04,96,100,11.56,IS,1684803442
497,fonte boa,-2.4959,-66.2662,75.92,97,100,1.81,BR,1684803469
498,port augusta,-32.5,137.7667,61.66,52,5,5.7,AU,1684803470
499,matamata,-37.8106,175.7624,64.18,84,100,8.77,NZ,1684803470
500,saudarkrokur,65.7461,-19.6394,41.4,71,98,13.94,IS,1684803470
501,kencong,-8.2833,113.3667,77.77,76,0,1.3,ID,1684803471
502,bridgewater,44.3835,-64.5155,46.11,75,0,2.3,CA,1684803423
503,taoudenni,22.6783,-3.9836,84.81,16,74,10.27,ML,1684803472
504,shimoda,34.6667,138.95,59.36,90,100,13.67,JP,1684803472
505,miranda,3.2499,-76.2281,71.73,91,100,2.37,CO,1684803473
506,kolonia,50.9333,6.95,59.88,85,0,10.36,DE,1684803276
507,hobyo,5.3505,48.5268,81.77,83,62,12.93,SO,1684803473
508,kailua-kona,19.6406,-155.9956,82.36,83,75,8.05,US,1684803285
509,lompoc,34.6391,-120.4579,71.74,85,100,9.22,US,1684803474
510,san luis de la loma,17.2706,-100.8939,83.91,72,6,5.66,MX,1684803475
511,cizre,37.3272,42.1903,68.58,55,0,6.73,TR,1684803475
512,zhezqazghan,47.7833,67.7667,55.98,44,0,13.42,KZ,1684803476
513,akureyri,65.6835,-18.0878,39.13,87,0,1.14,IS,1684803476
514,ormara,25.2088,64.6357,82.62,91,83,7.25,PK,1684803476
515,caiaponia,-16.9567,-51.8103,65.17,57,100,3.83,BR,1684803477
516,la'ie,21.6477,-157.9253,85.96,70,100,5.99,US,1684803477
517,prado,-17.3411,-39.2208,71.64,88,23,5.5,BR,1684803478
518,enshi,30.3,109.4833,58.98,98,100,0.51,CN,1684803478
519,lib,8.3122,167.3766,81.68,81,100,11.12,MH,1684803478
520,wabag,-5.4781,143.7021,64.56,67,100,1.5,PG,1684803479
521,tarauaca,-8.1614,-70.7656,75.43,96,100,2.64,BR,1684803479
522,palmas,-10.2128,-48.3603,76.87,83,0,5.75,BR,1684803480
523,mejit,10.2753,170.8646,81.99,81,100,17.29,MH,1684803480
524,choibalsan,48.0667,114.5,71.08,16,80,16.17,MN,1684803481
525,jonesboro,35.8423,-90.7043,78.62,31,0,8.05,US,1684803195
526,sarangani,5.4033,125.4636,84.45,75,62,14.0,PH,1684803481
527,tralee,52.2704,-9.7026,47.34,90,100,3.04,IE,1684803482
528,aljezur,37.3191,-8.8033,58.77,90,100,4.5,PT,1684803483
529,basawul,34.2475,70.8722,77.67,54,100,3.87,AF,1684803484
530,argostolion,38.1811,20.489,63.0,79,6,4.23,GR,1684803485
531,barcelos,41.5388,-8.6151,67.91,71,11,6.02,PT,1684803486
532,flin flon,54.7682,-101.865,59.02,73,99,16.02,CA,1684803486
533,fortaleza,-3.7227,-38.5247,84.33,79,40,9.22,BR,1684803487
534,port hedland,-20.3167,118.5667,71.65,24,100,13.8,AU,1684803487
535,tucuma,-0.1833,-50.05,77.36,94,23,5.46,BR,1684803483
536,mata-utu,-13.2816,-176.1745,83.03,76,13,7.34,WF,1684803489
537,yatou,37.15,122.3833,72.27,35,0,10.02,CN,1684803489
538,lae,-6.7221,146.9847,77.67,76,100,6.38,PG,1684803490
539,bernardino de campos,-23.0131,-49.4742,57.58,72,5,4.16,BR,1684803199
540,kununurra,-15.7667,128.7333,73.38,31,0,9.22,AU,1684803491
541,uglich,57.5275,38.3317,51.53,91,100,6.55,RU,1684803493
542,calama,-22.4667,-68.9333,59.49,15,0,13.8,CL,1684803494
543,tanjung pandan,-2.75,107.65,81.64,82,76,6.62,ID,1684803494
544,baiti,13.745,-14.7482,85.78,28,61,9.31,SN,1684803495
545,scottsboro,34.6723,-86.0341,73.49,64,0,5.75,US,1684803496
546,sorong,-0.8833,131.25,83.21,77,28,14.61,ID,1684803497
547,baotou,40.6522,109.8222,63.75,20,100,10.36,CN,1684803498
548,sinop,41.7711,34.8709,52.92,98,100,1.7,TR,1684803499
549,ondjiva,-17.0667,15.7333,62.64,45,5,2.3,AO,1684803500
550,akrehamn,59.2667,5.1833,48.0,87,100,14.97,NO,1684803500
551,mantua,45.1667,10.7833,63.64,87,4,5.46,IT,1684803501
552,meulaboh,4.1363,96.1285,78.21,87,100,3.87,ID,1684803502
553,kayyerkan,69.3786,87.7439,33.3,100,100,20.04,RU,1684803502
554,ebon,4.582,168.6964,82.38,80,100,9.75,MH,1684803503
555,kigorobya,1.6162,31.3089,66.69,81,100,2.04,UG,1684803503
556,seaham,54.839,-1.3458,47.8,88,100,5.17,GB,1684803504
557,puerto baquerizo moreno,-0.9,-89.6,78.01,83,66,7.83,EC,1684803505
558,adalaj,23.1667,72.5833,84.06,70,36,9.22,IN,1684803505
559,calvinia,-31.4707,19.776,53.02,46,96,3.94,ZA,1684803506
560,rio rico,31.4715,-110.9765,90.05,11,0,14.97,US,1684803507
561,vernon,50.2581,-119.2691,57.43,76,100,7.0,CA,1684802944
562,gomaringen,48.4535,9.0958,60.85,82,100,2.64,DE,1684803508
563,necochea,-38.5473,-58.7368,55.8,94,4,1.83,AR,1684803508
564,kangding,30.0513,101.9603,59.23,68,6,6.13,CN,1684803509
565,laughlin,35.1678,-114.573,102.07,14,20,10.36,US,1684803475
566,turbat,26.0023,63.044,85.69,60,11,3.42,PK,1684803510
